wav_filename,wav_filesize,transcript
/media/shamim/New Volume/content/nl/MP3/wav/49de355e03.wav,89644,৫০ বছরের বেশি
/media/shamim/New Volume/content/nl/MP3/wav/4c3ea77154.wav,89644,অ্যাকুয়াস হিউমার
/media/shamim/New Volume/content/nl/MP3/wav/48528021eb.wav,137644,গেজেট প্রকাশের বিষয়টি নিশ্চিত করেছেন
/media/shamim/New Volume/content/nl/MP3/wav/4a0d8d7441.wav,137644,কোর্টতো সংশোধন করে নাই
/media/shamim/New Volume/content/nl/MP3/wav/48f43fc0c0.wav,156844,আত্মরক্ষার প্রয়োজনটাই
/media/shamim/New Volume/content/nl/MP3/wav/4e4aa90283.wav,176044,ক্লিষ্ট লীলা শেষ পর্যন্ত
/media/shamim/New Volume/content/nl/MP3/wav/48de88b616.wav,76844,এদিকে গত সরকারের
/media/shamim/New Volume/content/nl/MP3/wav/4ec92ff5de.wav,83244,ক্রেতার সংখ্যা বাড়বে
/media/shamim/New Volume/content/nl/MP3/wav/4fb27067eb.wav,67244,পড়ে থাকার পর
/media/shamim/New Volume/content/nl/MP3/wav/4dbf474f14.wav,131244,নিজের ভাগ্য
/media/shamim/New Volume/content/nl/MP3/wav/4ea46f3d94.wav,99244,তার ছেলের লাশ নিয়েগেছে
/media/shamim/New Volume/content/nl/MP3/wav/4d10c0a8bc.wav,128044,তার পক্ষে ট্রাইব্যুনালে
/media/shamim/New Volume/content/nl/MP3/wav/477a8c9a79.wav,288044,শিক্ষামন্ত্রী বলেন
/media/shamim/New Volume/content/nl/MP3/wav/45c1907b99.wav,76844,কেউ কেউ আবার
/media/shamim/New Volume/content/nl/MP3/wav/4a91f7b20a.wav,102444,ও খুনের ঘটনায়
/media/shamim/New Volume/content/nl/MP3/wav/4fc7655bb8.wav,188844,বাংলাদেশে এক্ষেত্রে কোন নীতিমালা এখনো নেই।
/media/shamim/New Volume/content/nl/MP3/wav/4124f74108.wav,96044,মন্ত্রীর পারিবারিক কলহের
/media/shamim/New Volume/content/nl/MP3/wav/45eb4b8556.wav,67244,ব্যাংকের গ্রাহকদের
/media/shamim/New Volume/content/nl/MP3/wav/4a5cab4e34.wav,56508,হরতালের কারণে
/media/shamim/New Volume/content/nl/MP3/wav/4ed0f1e135.wav,76844,কী হে বেনভোলিও
/media/shamim/New Volume/content/nl/MP3/wav/4ada36a9e3.wav,121644,কৃষি বিভাগ
/media/shamim/New Volume/content/nl/MP3/wav/4f8fca73c8.wav,188844,যদিও আমাদের সম্পদের
/media/shamim/New Volume/content/nl/MP3/wav/4e2cb554ab.wav,105644,তোমাকে দেখার জন্যে
/media/shamim/New Volume/content/nl/MP3/wav/4c0ec5e83d.wav,99244,আরও অনেক মত আছে
/media/shamim/New Volume/content/nl/MP3/wav/426654662b.wav,96044,নিরাপদে পণ্য পাঠাতে
/media/shamim/New Volume/content/nl/MP3/wav/46e859b3c2.wav,92844,ওদের নববর্ষ ছিল এক  মার্চ
/media/shamim/New Volume/content/nl/MP3/wav/4128b99802.wav,56508,অস্ট্রেলিয়া
/media/shamim/New Volume/content/nl/MP3/wav/4d5a8431e6.wav,14816,বনগাঁর ইছামতী নদী পার হচ্ছিল
/media/shamim/New Volume/content/nl/MP3/wav/48fcf12cb4.wav,83244,এক  হাজার ৭৩৫টি
/media/shamim/New Volume/content/nl/MP3/wav/4ae41e55f4.wav,160044,সাধারণকে নিরাপদে সরিয়ে নেয়ার
/media/shamim/New Volume/content/nl/MP3/wav/4e171b2e02.wav,96044,তার বিশ্বাস
/media/shamim/New Volume/content/nl/MP3/wav/43035bca6d.wav,96044,এধরনের পদক্ষেপ নেয়া
/media/shamim/New Volume/content/nl/MP3/wav/46cd8d6e9f.wav,150444,বড়দের প্রতি ছোটদের শ্রদ্ধাবোধ
/media/shamim/New Volume/content/nl/MP3/wav/4ca04d4a6c.wav,144044,৪/৫টি বাড়িতে আগুন দেয়
/media/shamim/New Volume/content/nl/MP3/wav/4b61a7ac41.wav,156844,সে কখনো রোমানাকে
/media/shamim/New Volume/content/nl/MP3/wav/443d49065b.wav,80518,মদগৃহে গড়পারে
/media/shamim/New Volume/content/nl/MP3/wav/49f83131ae.wav,88654,প্রতিষ্ঠা করেন
/media/shamim/New Volume/content/nl/MP3/wav/4f8abc866b.wav,137644,পাকঘরে ঢুকে
/media/shamim/New Volume/content/nl/MP3/wav/475f4b52ec.wav,64044,ছড়া
/media/shamim/New Volume/content/nl/MP3/wav/465a5ec0eb.wav,77824,দ্বিতীয়বার পাওয়ার
/media/shamim/New Volume/content/nl/MP3/wav/48dc86d007.wav,102444,বিদেশ মন্ত্রক
/media/shamim/New Volume/content/nl/MP3/wav/488f4bc228.wav,137644,আদর্শ মানুষ হওয়ার পেছনে
/media/shamim/New Volume/content/nl/MP3/wav/48b932cf3c.wav,156844,হরতাল প্রত্যাহারেরও আহ্বান জানান তিনি
